# {"t_start": 1704792580.1884503, "env_id": "PctDiscrete-v0"} 
r,l,t
8.27,37,481488.394642
7.68,32,481497.296962
8.14,30,481505.311931
7.17,17,481510.467856
6.87,28,481518.314126
7.43,25,481525.343172
7.67,30,481533.212187
6.54,28,481541.063764
7.19,30,481549.201763
6.41,28,481557.545442
7.16,19,481562.579708
8.34,35,481572.098018
7.44,28,481579.725961
7.75,25,481586.247331
6.78,32,481595.248945
7.69,27,481602.608376
7.86,36,481612.761623
7.38,25,481619.53838
8.08,32,481628.624557
8.05,32,481637.736341
6.87,23,481644.529647
7.27,29,481652.312622
8.13,29,481660.093218
6.76,31,481668.8757
7.74,32,481677.776956
7.07,32,481686.023224
7.93,32,481694.698684
8.29,24,481701.121764
7.03,26,481708.112123
5.27,15,481712.134579
7.3,35,481722.098333
7.21,34,481731.537199
8.29,37,481741.958516
7.97,29,481750.106713
7.17,31,481758.31843
7.65,20,481763.853628
7.32,37,481774.029248
6.23,30,481782.48698
7.41,34,481791.829568
6.66,25,481799.128806
7.29,30,481807.252118
6.72,34,481816.931193
8.11,31,481825.338365
7.47,27,481832.683189
7.13,29,481840.5787
7.56,30,481849.17038
6.6,21,481854.699092
7.88,43,481866.882812
7.91,33,481876.131301
6.46,30,481884.301508
8.41,23,481890.901105
7.36,33,481899.96801
6.41,22,481905.868233
6.99,28,481914.003825
7.3,27,481921.462913
7.17,31,481930.133842
7.86,30,481938.06075
7.3,28,481946.061837
7.14,32,481954.982329
6.18,39,481965.651854
8.51,29,481974.159293
8.6,34,481983.64864
7.46,34,481992.57008
8.16,34,482002.427256
7.94,40,482014.051369
7.1,20,482019.462931
8.01,39,482030.273785
6.84,22,482036.204462
7.77,27,482043.586703
7.26,27,482051.272485
8.08,33,482060.475877
7.68,27,482067.928795
8.04,31,482076.98868
7.95,36,482087.173101
7.0,35,482096.618603
7.03,25,482103.278518
7.95,37,482113.316927
7.78,36,482123.233202
8.39,33,482132.273234
7.67,36,482141.961035
8.0,37,482152.628074
7.85,27,482160.074303
8.28,36,482170.276098
8.26,37,482180.665237
7.78,31,482189.36867
6.88,24,482196.551477
6.53,20,482201.997191
6.3,28,482209.880106
8.13,33,482219.650381
8.16,35,482228.848493
6.98,24,482235.591606
7.87,26,482242.681697
7.87,28,482250.578956
8.25,35,482259.949831
8.52,37,482270.60654
7.76,29,482278.621597
7.37,40,482290.018797
7.41,30,482298.967983
7.33,30,482307.552941
7.29,25,482314.306151
7.7,22,482320.299078
7.08,20,482326.091501
7.35,39,482337.133933
7.09,29,482345.478466
6.9,26,482352.722104
8.16,35,482362.570715
6.88,21,482368.193104
7.31,22,482374.262237
8.74,35,482383.433734
7.51,27,482390.896981
7.93,38,482401.414479
7.94,27,482409.454332
7.5,33,482421.221189
7.04,27,482429.812522
7.44,30,482439.370573
7.68,31,482449.271463
7.67,28,482457.418878
7.31,29,482466.138788
7.32,29,482474.766707
7.64,34,482484.702968
6.83,25,482491.887392
6.92,22,482502.993726
7.58,35,482512.865622
7.23,28,482520.452093
8.38,37,482530.960863
8.29,30,482539.337358
7.45,30,482547.597886
7.93,32,482561.108367
6.43,30,482568.874507
6.52,30,482577.774822
7.73,20,482582.999176
6.68,29,482591.16942
7.77,28,482598.607443
7.7,38,482609.400452
7.71,28,482620.032759
7.13,29,482628.875875
7.69,27,482639.113835
7.66,26,482646.210467
7.8,32,482654.999472
7.78,31,482663.750999
6.82,27,482670.926143
7.17,25,482677.924455
7.97,29,482685.995743
8.11,29,482696.155182
8.17,26,482703.408595
7.53,27,482711.269024
7.8,34,482722.766842
7.19,31,482730.951907
8.11,28,482738.711583
7.86,34,482747.945262
7.55,35,482757.636523
6.66,26,482765.02485
6.94,32,482773.45145
7.48,23,482780.152002
6.96,28,482789.235876
8.52,35,482798.939436
7.12,30,482807.333045
5.77,24,482814.074088
7.76,27,482821.584293
5.55,26,482829.160988
8.44,36,482839.180455
6.72,34,482848.596797
8.04,36,482858.378457
7.05,27,482866.01849
6.87,21,482871.886108
7.5,37,482882.287863
7.39,29,482890.422511
6.48,23,482896.724794
7.98,31,482905.134205
8.27,32,482914.099792
8.12,40,482925.083743
7.73,24,482931.735857
7.45,31,482942.166338
7.67,27,482949.899702
8.2,42,482961.453038
7.47,25,482968.562746
7.26,28,482976.172137
6.2,25,482982.97936
7.64,35,482993.028254
7.95,30,483001.460143
7.48,28,483009.523103
8.11,22,483015.623616
7.64,35,483025.998108
7.33,25,483032.998082
6.91,24,483039.271859
7.94,40,483050.497619
7.43,38,483061.31115
7.17,35,483071.313963
6.53,30,483079.699898
7.38,24,483086.396577
7.9,31,483095.148113
7.66,30,483103.743815
7.27,27,483111.277258
5.92,25,483118.365891
6.9,24,483125.095423
7.58,22,483131.731078
7.69,30,483139.549152
8.61,28,483147.782037
5.65,24,483154.830573
7.57,32,483163.33463
7.63,32,483175.353793
6.13,26,483182.589622
7.62,37,483192.753771
7.24,24,483199.309399
7.71,29,483207.618949
7.34,27,483214.664498
7.99,31,483223.526361
7.05,26,483230.733661
7.19,27,483238.001789
8.65,34,483247.948537
8.6,38,483258.811735
6.53,33,483267.458505
8.6,37,483277.901621
7.05,27,483285.462651
7.2,34,483294.836617
8.24,32,483303.904117
8.08,25,483310.564951
7.17,23,483317.313308
6.45,24,483323.602405
7.59,32,483332.998151
5.53,18,483338.138138
7.52,31,483346.770832
7.83,32,483356.01242
8.02,36,483366.007822
6.93,36,483376.206763
6.66,27,483383.760436
8.32,39,483394.059638
7.53,34,483403.644138
6.72,27,483411.293712
7.88,25,483418.148484
6.87,25,483425.237484
4.86,24,483431.744684
7.71,26,483439.600471
6.06,25,483446.265778
7.5,30,483454.174657
7.6,28,483461.740269
7.32,34,483471.709225
7.51,31,483480.239405
7.95,36,483490.448713
6.53,30,483498.957099
7.53,32,483507.780732
5.99,26,483515.279335
8.04,35,483525.111629
8.17,38,483536.246232
8.04,30,483544.878692
8.17,40,483556.230635
7.74,35,483566.108411
7.25,25,483572.814019
7.49,47,483586.427038
8.22,27,483593.409578
8.22,41,483605.199208
7.4,27,483613.194527
7.41,22,483619.19524
7.45,27,483626.863868
8.17,35,483636.791161
7.16,23,483643.063567
7.13,24,483649.660857
7.89,30,483658.268715
8.29,32,483670.471559
6.89,35,483679.941936
7.36,28,483688.19487
7.59,35,483698.289579
7.04,35,483707.808183
6.5,26,483715.232798
7.23,38,483725.829072
6.07,24,483732.599164
6.99,32,483741.760789
7.4,23,483748.333205
8.09,28,483756.01674
7.45,37,483766.726105
6.76,21,483772.195766
8.7,34,483782.168698
7.34,23,483788.307891
6.97,23,483795.31512
7.91,15,483799.518359
8.11,24,483805.97392
6.64,24,483813.215179
7.48,31,483821.693916
6.13,24,483828.740057
7.8,33,483838.029349
8.41,49,483852.102802
8.08,40,483863.342679
7.09,36,483873.691966
7.71,23,483880.372939
6.97,37,483890.42899
7.37,22,483896.730063
7.27,31,483905.397201
7.01,35,483915.528389
5.82,27,483923.555634
7.23,30,483931.977051
7.08,37,483942.513324
8.25,34,483951.639601
6.76,29,483959.767881
6.87,33,483969.588748
8.8,32,483978.123143
7.45,34,483988.367206
7.35,27,483996.077376
8.43,36,484005.920594
8.06,33,484015.144387
7.43,36,484025.458786
6.5,26,484032.480981
7.39,26,484040.418596
6.81,31,484048.673559
7.9,32,484057.739778
8.49,25,484065.188234
6.47,28,484072.960385
7.66,39,484084.336835
7.88,24,484090.662093
8.44,25,484097.838589
6.93,23,484104.091186
6.54,32,484113.673364
7.96,29,484121.952226
8.36,35,484131.295993
7.78,35,484141.205238
7.98,31,484150.774898
8.66,29,484158.526659
6.99,27,484166.455214
7.52,26,484173.230745
6.07,17,484178.023173
8.45,39,484188.675411
7.78,36,484198.761449
7.31,34,484208.560867
7.71,31,484217.070841
8.23,41,484228.401402
8.29,26,484235.559322
6.96,35,484245.061831
8.69,31,484253.848686
7.59,30,484262.644624
7.85,32,484271.434984
8.15,24,484278.346389
6.45,29,484286.508985
7.82,28,484294.423522
7.7,23,484300.638208
7.31,36,484310.995418
7.39,33,484320.269055
8.49,35,484329.772337
8.51,29,484338.035249
7.6,20,484343.454331
4.28,18,484348.629383
7.8,27,484356.196617
6.65,32,484365.254022
4.7,18,484370.201861
7.94,37,484380.527804
8.55,29,484388.631972
7.66,29,484396.255217
7.29,22,484402.3969
7.56,25,484409.393381
6.81,30,484417.687809
7.73,26,484424.525275
8.29,30,484432.920336
7.19,26,484440.291544
6.99,20,484445.934758
8.31,27,484453.452832
7.42,34,484463.435555
7.15,35,484473.499626
7.55,42,484485.402017
7.44,29,484493.548916
8.15,39,484504.307551
6.84,21,484510.252869
8.16,36,484520.578607
6.19,20,484526.180154
7.37,35,484535.782285
8.14,35,484545.437166
7.55,39,484556.663756
7.03,27,484564.115646
8.4,29,484572.173958
7.49,27,484579.421907
8.27,37,484590.332605
7.64,25,484597.620616
7.63,31,484606.2522
6.21,21,484612.129133
7.67,27,484619.532668
7.9,25,484626.515436
7.43,25,484632.954118
7.07,33,484642.21176
8.52,36,484651.945394
8.0,37,484662.091311
6.69,28,484670.054234
7.54,36,484680.391747
7.07,34,484689.541128
7.58,36,484700.048059
8.62,34,484709.872566
8.24,35,484719.613296
8.52,36,484730.008169
6.68,25,484737.270976
7.7,29,484745.14168
3.44,15,484749.250408
7.79,39,484760.076798
5.86,24,484766.909233
7.87,36,484776.871361
7.25,24,484783.602208
7.21,26,484790.847986
7.92,39,484802.057188
7.62,30,484810.453097
7.56,33,484819.501307
7.2,24,484826.296716
8.35,32,484835.924464
6.06,33,484844.973181
8.01,36,484854.765243
8.56,37,484865.149814
7.74,35,484874.462163
6.61,26,484881.699046
7.91,25,484888.305794
8.5,28,484896.169142
7.03,38,484907.053625
7.51,31,484915.123028
7.46,35,484925.144005
7.42,28,484933.238899
7.97,35,484942.527389
6.6,25,484949.635208
8.76,30,484957.590817
5.58,27,484965.817564
7.71,24,484972.231249
7.35,32,484981.503063
6.61,36,484991.611501
7.25,24,484998.300096
7.62,31,485006.698532
8.16,39,485017.532843
7.85,32,485026.604926
7.9,24,485033.35426
8.02,42,485045.091142
7.14,28,485052.593765
8.57,28,485060.615103
7.49,31,485069.088382
7.88,32,485077.892057
7.46,25,485084.920321
7.69,34,485094.108162
7.72,32,485103.260074
7.87,36,485113.615628
6.51,23,485119.732778
8.04,34,485129.209521
6.68,32,485137.845854
8.64,37,485148.135661
8.22,30,485156.580412
8.46,35,485166.410173
8.17,25,485173.734703
8.12,34,485183.261734
7.65,42,485194.451509
7.51,27,485202.174724
8.43,33,485211.017474
7.76,38,485221.345688
8.1,36,485231.178713
8.17,28,485239.20679
7.52,28,485246.833236
7.47,33,485256.243357
7.61,29,485264.13535
8.31,32,485272.845503
8.2,32,485281.970582
8.08,36,485291.609137
6.73,26,485298.57939
6.87,30,485307.089069
7.56,25,485313.964214
8.19,27,485321.514831
7.71,36,485331.14364
7.74,32,485340.206486
7.79,26,485347.275615
8.49,40,485358.355274
7.58,36,485368.299445
7.51,32,485377.271477
7.07,29,485384.902796
8.08,39,485396.287504
7.9,28,485404.055147
6.62,21,485409.947109
7.5,27,485417.774426
8.48,46,485430.621458
8.17,31,485438.931167
5.94,19,485444.19491
6.68,26,485451.76142
7.22,20,485457.059346
7.8,36,485466.947768
7.88,27,485474.550725
8.79,30,485482.538712
8.52,31,485491.396288
6.42,24,485497.741904
6.3,31,485506.854944
7.89,25,485513.341078
8.33,44,485525.567961
7.41,31,485534.322811
7.73,33,485543.864795
7.26,29,485551.598626
6.49,25,485558.753238
6.72,29,485566.627094
6.91,41,485577.783976
6.4,25,485584.795456
8.0,31,485593.120021
7.8,25,485600.238741
7.25,29,485608.31532
8.52,27,485615.941349
7.96,34,485625.112077
7.27,30,485633.620886
8.11,27,485641.364448
6.48,19,485646.311873
7.47,31,485655.016781
7.19,26,485662.13906
7.82,33,485671.128589
7.61,45,485683.67752
7.14,37,485693.755019
7.48,30,485702.324458
7.4,32,485711.639959
6.91,25,485718.500684
7.81,35,485728.250312
5.68,27,485735.523649
8.3,31,485744.493653
7.18,23,485750.931046
8.36,25,485758.072135
7.09,25,485765.076136
7.42,30,485773.373056
7.48,30,485781.7155
6.71,29,485789.579122
7.79,42,485801.474712
8.12,28,485809.94243
7.97,26,485816.737846
7.12,25,485823.935444
7.13,29,485831.762154
8.27,27,485839.616952
8.14,27,485846.730667
7.89,28,485854.802667
6.02,18,485859.474884
5.57,20,485865.401792
7.23,26,485872.202712
8.15,32,485881.472591
7.5,19,485886.787312
8.11,28,485894.55832
7.28,35,485903.965715
5.17,21,485910.138636
6.31,25,485916.722072
7.57,25,485923.708702
7.84,38,485934.459858
7.56,34,485943.285593
7.16,24,485950.269658
7.93,22,485956.06319
7.28,30,485964.767105
7.02,26,485971.876973
7.34,25,485979.131628
7.9,27,485986.513046
8.69,36,485996.412898
7.5,34,486006.22196
8.5,26,486014.516651
8.01,27,486023.153297
5.55,18,486028.503609
6.9,31,486037.788163
7.45,22,486044.44924
7.0,30,486053.345318
7.57,20,486059.04263
7.66,34,486069.557034
7.56,30,486077.784944
8.44,36,486087.214626
8.1,31,486095.939418
7.0,30,486104.661202
7.85,30,486112.836749
7.83,40,486123.579218
8.26,27,486130.981849
6.98,35,486140.605666
7.66,35,486149.916835
6.63,24,486156.730556
8.15,28,486164.385527
8.43,28,486171.96683
8.04,33,486181.606739
7.71,33,486190.669146
7.38,28,486198.176267
7.13,27,486205.918898
5.58,30,486214.571626
7.9,31,486223.537883
7.4,34,486234.40266
7.82,32,486243.944531
8.3,25,486252.371792
7.61,37,486262.302835
7.35,29,486269.768865
7.28,25,486277.09273
8.02,32,486285.477812
8.01,37,486295.945835
7.39,34,486305.604191
8.07,25,486312.480475
7.81,29,486320.504424
7.72,32,486329.546696
7.4,31,486337.751938
7.43,35,486347.719011
8.26,35,486357.159951
8.32,36,486366.66748
8.41,50,486380.53856
8.1,28,486388.533563
7.57,26,486396.063244
7.96,29,486404.438526
8.2,34,486413.934633
8.22,34,486423.006437
6.98,32,486432.547959
7.74,33,486441.983694
8.07,35,486451.574535
7.94,36,486462.859949
7.32,31,486471.9878
6.75,30,486480.06307
7.45,29,486488.040677
7.75,25,486494.98333
6.51,23,486501.22912
7.7,32,486509.80926
7.96,27,486517.515903
6.47,32,486526.200534
8.03,34,486535.11274
5.81,26,486542.51242
7.28,35,486552.144565
7.79,27,486559.757832
6.73,19,486564.682967
6.73,21,486570.615924
6.43,17,486575.226159
5.73,19,486580.868399
6.87,35,486590.69875
8.2,22,486597.076412
8.05,31,486605.474179
8.13,31,486614.342534
7.48,38,486624.711589
6.82,31,486633.243226
6.88,29,486641.28415
7.13,25,486648.424412
7.47,30,486657.335304
6.62,17,486662.049925
7.55,29,486670.287524
7.72,31,486679.123471
7.93,31,486687.58869
7.59,21,486693.920634
6.07,23,486699.972387
8.82,37,486710.557817
7.94,39,486721.43634
7.8,31,486729.84556
6.73,22,486736.298517
6.24,34,486745.492733
6.7,33,486755.099991
7.67,36,486765.470538
7.49,23,486772.059361
6.94,27,486779.808248
6.45,34,486789.131634
7.18,35,486798.977902
6.78,22,486805.068707
7.45,34,486814.481155
5.73,29,486823.295424
8.08,32,486831.647323
6.49,32,486840.859848
5.44,24,486847.153082
8.3,29,486855.025468
7.08,32,486863.913782
7.04,31,486872.204558
7.15,33,486881.248654
8.28,30,486889.875823
8.05,24,486896.177038
7.21,25,486903.558132
8.17,33,486912.576187
7.38,36,486923.332904
7.11,25,486930.088858
7.96,32,486938.875842
7.2,33,486948.628771
7.56,42,486960.171071
7.88,31,486968.812206
7.6,34,486977.741402
7.82,28,486985.567238
6.22,27,486993.565617
7.62,39,487004.391783
7.35,26,487011.745953
8.26,31,487020.914207
7.24,29,487028.694616
6.5,40,487039.799187
7.91,29,487048.092511
8.46,38,487059.27517
6.68,30,487067.495308
6.93,35,487077.569897
7.96,36,487087.729471
7.22,32,487096.387455
7.5,27,487103.958805
7.52,36,487113.866183
8.36,37,487123.957445
7.33,38,487134.424922
7.54,26,487141.961071
8.0,30,487149.893217
5.21,26,487157.561475
7.08,24,487163.936233
6.13,26,487171.558689
7.1,25,487178.57258
7.96,33,487188.112509
7.74,34,487197.579618
7.07,28,487205.107618
8.13,36,487215.121129
8.02,41,487226.582994
8.27,39,487237.249329
7.96,31,487245.826421
7.37,28,487254.098611
7.45,26,487261.389821
7.58,29,487269.356214
7.47,27,487276.824085
7.18,36,487287.445181
7.51,28,487295.481305
7.84,25,487302.636132
8.45,22,487308.657712
7.52,32,487317.73408
8.05,21,487323.773322
6.49,30,487332.351121
7.54,38,487342.969483
7.94,26,487350.008923
6.36,30,487358.66658
8.34,40,487369.694401
7.88,28,487377.116808
8.27,38,487388.077942
7.37,31,487396.812813
8.12,33,487405.743661
7.91,38,487416.726887
7.79,31,487425.206934
7.92,30,487433.124402
7.18,29,487441.292703
6.72,19,487446.862554
8.09,34,487456.715266
8.12,36,487467.162609
7.78,30,487475.511871
6.89,28,487483.677517
6.93,30,487491.930749
7.42,32,487501.244545
7.58,23,487508.092754
7.15,31,487516.622751
5.77,18,487521.800536
8.26,36,487532.17631
7.49,35,487542.172247
6.71,29,487550.656219
7.86,33,487559.994561
7.57,46,487573.020241
7.8,37,487583.795681
4.32,24,487590.441422
7.91,27,487597.805768
7.95,25,487604.558419
6.84,25,487611.730264
6.83,27,487619.063388
6.22,24,487625.845113
7.13,27,487633.406022
5.87,27,487641.321069
6.6,26,487648.961695
7.13,23,487655.093816
6.5,24,487662.202902
7.62,33,487671.505019
8.36,33,487681.063294
7.33,24,487687.491982
7.67,27,487695.012232
7.42,25,487701.872227
7.68,28,487709.411972
7.5,19,487714.617984
8.01,37,487725.044096
6.18,19,487729.920656
7.65,34,487739.49233
6.12,27,487746.863256
6.77,24,487753.715796
7.17,31,487762.115043
7.38,24,487768.888199
7.98,40,487780.281917
7.01,19,487785.363496
7.88,32,487794.261363
8.4,34,487803.760308
7.14,18,487808.886245
7.76,33,487817.977028
7.63,24,487824.54988
7.91,35,487834.368754
6.65,22,487840.237237
7.58,34,487849.716802
7.52,27,487857.809054
7.52,21,487863.554537
7.36,21,487869.075335
7.65,34,487878.706925
7.95,35,487888.724201
6.33,25,487895.518585
7.15,28,487903.602175
7.73,37,487914.001062
6.07,24,487920.60957
7.66,25,487927.515932
6.31,30,487935.869088
7.67,25,487942.651095
7.5,32,487951.171799
8.03,30,487959.99842
6.36,31,487968.659808
7.89,32,487977.874413
6.68,20,487984.157488
6.37,33,487994.374297
7.31,42,488007.010916
8.0,37,488017.81331
7.75,32,488026.418198
7.56,23,488032.999619
6.9,33,488044.766326
6.96,27,488052.969778
8.3,31,488063.082613
7.47,33,488071.904773
5.69,25,488079.118059
7.48,30,488087.455024
6.97,25,488094.460417
6.79,27,488101.966488
6.61,21,488107.688494
7.88,23,488113.955221
8.12,27,488122.113299
6.52,27,488129.266208
8.18,34,488138.938398
7.39,30,488147.585343
7.93,36,488157.67393
7.84,30,488166.366933
5.95,27,488174.124869
6.41,20,488179.624689
6.92,30,488188.442034
7.18,25,488195.355318
8.12,35,488205.082144
7.32,28,488212.631365
7.48,25,488219.79135
8.65,30,488227.767794
7.76,36,488237.923792
6.62,39,488248.847731
8.14,34,488258.425315
4.88,20,488263.770675
6.79,30,488272.215923
7.09,21,488277.784077
8.09,37,488288.301534
7.88,32,488297.048507
7.62,34,488306.944324
7.33,24,488314.166084
6.46,33,488322.935934
7.4,22,488329.235827
7.74,27,488336.591986
7.22,29,488345.276819
7.95,18,488350.134241
8.19,26,488357.769315
7.6,35,488367.342774
7.34,30,488375.7392
6.48,34,488385.398586
8.32,34,488394.611134
6.54,26,488401.747591
5.62,27,488409.326535
6.04,35,488419.207343
3.45,12,488422.557411
6.93,30,488431.192176
7.63,28,488439.05608
8.33,36,488448.864692
6.69,28,488457.153559
8.07,33,488466.195863
6.83,26,488473.574373
7.6,37,488484.334235
7.47,29,488491.679496
6.46,30,488500.139467
7.67,33,488509.869024
6.57,25,488516.507527
8.29,38,488527.83986
7.13,35,488537.45844
8.67,30,488545.579649
8.01,34,488555.007584
7.61,34,488564.094106
7.2,36,488574.49196
6.77,28,488582.582845
7.78,44,488594.915472
7.35,31,488603.753948
7.87,32,488612.807402
6.99,30,488621.450034
8.02,28,488629.174141
7.45,28,488637.240532
7.52,32,488645.794999
7.57,36,488655.905851
6.73,34,488665.587827
7.47,34,488674.967607
7.55,32,488683.976247
5.82,21,488689.593102
7.53,26,488697.168597
7.6,31,488705.881356
7.0,29,488713.865502
7.93,29,488721.988152
7.62,26,488729.280177
7.62,24,488735.88157
7.9,38,488746.623738
7.68,42,488758.229747
8.37,42,488769.966251
7.68,30,488778.58403
8.18,35,488787.964082
7.37,33,488797.087349
7.62,32,488806.157132
7.39,34,488815.380534
7.52,28,488823.467148
6.04,27,488831.596875
7.16,35,488841.050197
7.4,30,488849.945995
7.26,27,488857.154382
7.91,29,488865.530687
7.28,28,488873.394004
7.65,29,488881.483615
7.16,30,488890.567026
7.79,35,488900.048825
8.53,32,488909.535104
7.14,33,488918.888096
7.03,28,488926.498412
7.56,28,488934.303778
8.29,34,488943.842279
4.66,22,488949.899468
7.91,24,488956.297243
5.2,15,488961.296937
8.26,31,488969.897826
6.68,25,488977.784056
4.61,19,488982.686029
7.61,28,488990.876261
7.35,30,488998.834043
7.71,26,489006.599311
7.78,35,489016.654126
7.56,35,489026.489686
6.83,30,489035.002861
7.44,28,489042.631658
7.79,24,489049.439548
7.66,25,489056.045733
7.86,43,489067.69832
7.98,32,489076.786465
7.95,31,489086.203859
7.89,24,489092.331187
7.9,29,489100.612897
7.41,26,489107.539014
8.42,31,489116.114732
7.72,31,489124.649821
7.56,30,489133.382179
7.1,25,489140.04975
7.47,34,489150.009009
7.45,30,489158.298519
7.17,38,489168.938751
7.6,34,489178.451198
8.27,24,489185.583956
7.83,31,489194.179676
7.23,25,489201.088272
8.22,37,489211.811976
8.21,32,489220.29479
6.88,20,489226.101268
6.96,35,489235.804917
5.48,23,489242.153399
6.85,18,489246.924891
6.72,21,489252.732375
7.34,26,489260.448602
7.67,33,489269.832279
7.61,24,489276.265542
7.42,24,489283.084861
7.87,34,489292.631044
6.06,33,489301.735328
7.7,32,489310.734386
8.36,37,489320.758982
7.1,25,489328.310606
7.65,24,489334.862106
6.23,22,489341.294861
7.0,33,489350.311362
8.23,37,489360.691727
7.78,28,489368.710564
7.36,32,489377.516936
7.24,20,489383.200375
7.78,29,489390.815946
7.47,29,489398.879464
8.54,34,489408.564087
8.01,31,489417.436332
8.14,36,489428.221101
7.88,33,489437.559573
8.02,36,489447.259751
6.45,21,489453.376766
8.47,27,489460.568701
8.49,35,489470.718889
7.33,31,489479.164918
7.27,27,489486.282058
8.04,28,489494.275253
3.4,12,489497.719734
7.12,24,489504.065717
7.73,32,489513.087349
8.12,36,489523.082085
8.08,37,489533.470635
7.13,32,489542.651165
6.94,27,489550.318544
8.41,42,489562.482637
7.38,33,489571.015267
6.81,32,489580.105042
7.14,29,489588.267526
7.32,30,489596.548927
7.43,29,489605.805904
7.35,26,489613.88767
7.53,35,489625.120587
8.27,40,489637.895961
7.58,39,489649.267264
6.84,23,489656.186018
8.33,26,489663.688876
7.21,28,489671.741621
7.74,23,489678.368068
8.3,40,489690.042999
7.58,32,489699.060105
7.96,31,489707.469067
7.15,26,489714.935912
5.9,33,489724.324328
5.69,26,489731.519109
6.95,21,489737.815554
7.95,28,489745.576399
7.91,25,489752.282502
5.25,19,489757.472614
6.99,31,489765.950425
5.99,27,489773.583927
7.21,28,489781.222657
6.71,27,489788.430686
7.47,30,489797.117428
7.57,27,489804.746218
8.08,23,489811.479435
8.35,38,489822.817776
8.8,38,489835.206182
7.49,26,489843.63622
7.8,33,489854.82098
7.81,28,489862.697249
8.01,30,489871.117718
6.66,24,489877.869845
6.54,24,489884.59189
5.96,20,489890.066727
6.68,28,489898.043848
8.42,33,489906.977074
6.59,30,489915.77197
7.39,26,489922.824383
7.73,23,489929.206461
8.03,29,489937.368305
7.02,23,489943.905043
4.92,15,489948.315716
6.46,28,489956.092341
7.14,32,489964.89204
7.17,28,489972.998075
6.86,28,489981.170004
6.17,33,489990.3981
7.21,33,489999.001164
7.92,37,490009.520141
8.01,34,490018.712317
7.43,32,490027.758734
7.5,34,490037.631665
7.94,29,490045.434769
8.27,32,490054.936361
6.71,18,490060.157851
7.36,31,490068.827271
6.68,34,490078.379142
7.81,33,490087.45798
7.83,33,490097.090038
6.63,32,490106.279583
8.42,31,490115.011508
7.71,29,490123.472955
7.36,29,490131.415668
8.14,42,490143.298425
7.42,29,490151.540836
8.17,40,490162.599448
7.49,32,490171.711423
8.31,28,490179.182728
7.46,36,490188.907998
7.61,22,490195.571057
8.25,43,490210.001991
7.13,30,490218.07224
7.27,20,490223.626282
7.73,30,490232.124133
8.04,35,490242.037498
6.17,28,490250.016695
6.99,28,490257.521871
7.95,28,490265.263767
7.94,34,490275.027672
8.17,26,490282.366891
7.2,29,490290.369596
7.13,26,490297.983446
7.1,26,490305.425782
8.19,26,490312.585687
7.46,22,490318.38525
8.07,29,490326.919079
7.56,30,490335.353951
6.66,20,490341.015937
8.42,39,490352.231528
7.26,25,490359.397516
7.51,28,490367.302657
7.3,29,490375.442615
5.85,28,490383.585116
8.53,33,490392.804403
7.76,28,490400.647195
7.57,31,490409.197521
7.54,28,490416.770835
6.99,22,490423.014089
8.24,33,490433.154921
7.38,34,490442.110193
6.48,24,490449.1203
8.1,32,490458.094638
7.66,41,490469.66012
5.35,28,490477.642072
8.29,32,490485.977395
8.11,42,490497.533935
8.02,34,490507.362506
7.35,32,490516.289308
7.99,31,490524.879201
7.65,33,490534.444482
7.11,32,490543.321433
7.59,34,490553.652912
7.93,21,490559.859569
7.35,35,490569.828835
8.1,33,490579.295399
7.65,23,490585.536963
7.8,32,490594.277479
7.11,29,490602.354927
7.77,31,490610.825985
7.28,23,490617.881265
7.79,32,490626.632363
8.3,36,490636.879975
7.88,30,490645.416888
8.26,36,490655.439515
6.18,26,490663.214246
6.98,34,490673.080972
8.59,36,490682.900636
7.27,33,490692.52826
7.1,22,490698.50095
6.46,21,490704.452103
7.16,23,490711.134114
7.53,31,490720.484646
8.05,30,490728.660897
5.26,18,490733.6492
8.04,34,490743.275
6.75,34,490752.813044
7.66,29,490761.101808
8.79,33,490770.04602
6.21,30,490778.584877
8.08,36,490788.867307
7.92,31,490797.258746
6.73,22,490803.896069
7.84,40,490815.201244
8.3,33,490824.068744
6.06,17,490829.454825
6.53,33,490838.423637
7.73,22,490844.758584
7.73,30,490853.009076
7.92,30,490861.74588
7.61,27,490869.265374
7.51,40,490880.263028
6.38,28,490888.378743
8.46,33,490897.311574
7.1,35,490907.256711
7.65,31,490916.290561
7.01,30,490924.704355
8.42,43,490937.001995
7.75,31,490946.027967
7.34,34,490955.55375
6.92,29,490963.57387
7.91,36,490974.021305
6.2,23,490980.435254
8.24,35,490990.318381
7.51,31,490999.606183
6.81,35,491009.193702
8.57,33,491019.041517
8.04,32,491028.219754
7.14,35,491038.140489
8.22,37,491048.594831
7.27,35,491058.287118
8.26,36,491067.954641
6.54,18,491073.358658
5.84,20,491078.947268
7.83,30,491087.69802
6.21,29,491095.720248
8.62,40,491107.078513
6.72,27,491114.867528
7.32,40,491126.263007
5.3,25,491133.257164
7.38,33,491142.2917
7.72,28,491149.905602
7.79,25,491157.286916
6.68,30,491165.580841
7.5,18,491170.98415
8.08,26,491177.914263
7.74,29,491186.35864
8.3,38,491197.027651
5.84,26,491204.297684
7.78,21,491210.374672
6.85,23,491216.818668
7.32,21,491222.188837
7.21,32,491231.517605
7.79,31,491240.714584
7.61,36,491250.674275
7.64,29,491258.711358
6.58,19,491263.988995
8.66,29,491272.097202
