# {"t_start": 1704792580.1884503, "env_id": "PctDiscrete-v0"} 
r,l,t
7.82,35,491281.909748
7.46,29,491289.442285
8.02,29,491297.23719
7.86,42,491308.64509
7.81,18,491313.403304
7.62,25,491320.485106
8.16,24,491327.554646
7.66,23,491333.651704
7.54,31,491342.530689
3.71,17,491347.333973
7.15,26,491354.354997
7.56,32,491363.404639
8.2,37,491373.632842
7.82,33,491383.399845
7.09,22,491389.435406
7.62,38,491399.971363
7.87,21,491406.006823
8.03,38,491416.081336
7.71,30,491424.744962
7.01,28,491432.641343
8.93,31,491441.525042
7.63,41,491453.474411
7.14,26,491460.601878
8.56,29,491469.000064
5.7,18,491473.521831
8.39,32,491482.909302
7.0,43,491495.207962
8.53,36,491504.966649
8.33,44,491516.708352
7.83,32,491526.010562
7.71,24,491532.637773
8.98,45,491544.794571
6.97,26,491552.475753
7.56,32,491561.877007
6.59,24,491568.517625
7.65,29,491577.123196
6.59,23,491582.892148
7.12,32,491591.758991
7.81,36,491601.82702
7.42,30,491610.390601
7.93,29,491619.076315
8.08,36,491628.637614
7.74,30,491637.267323
6.96,30,491645.958596
7.69,37,491656.06664
6.51,25,491663.361288
7.73,23,491670.042248
7.92,24,491677.048646
6.88,26,491684.085247
7.29,26,491691.420835
8.31,33,491700.792245
6.89,29,491708.41995
7.56,35,491718.065396
7.71,33,491726.551367
7.86,26,491733.947412
7.73,27,491741.638295
7.04,23,491747.879761
8.41,36,491757.910411
7.88,33,491766.886115
7.26,30,491775.378099
8.7,37,491785.870281
7.67,38,491796.558655
7.82,34,491806.324689
8.01,29,491815.094005
6.62,21,491820.909285
5.73,24,491827.996645
8.11,31,491836.646956
7.33,35,491846.551557
7.29,24,491853.054167
7.59,31,491861.888954
7.2,23,491868.247395
7.31,27,491876.09143
7.53,31,491885.149065
8.06,30,491893.546082
7.87,35,491904.018479
6.66,19,491909.327294
7.39,32,491918.470728
7.8,29,491926.698531
7.3,34,491935.885746
6.98,32,491945.231973
6.54,25,491951.805483
7.31,22,491958.175912
8.38,37,491968.575383
7.06,25,491975.29257
7.39,28,491983.440107
8.51,29,491991.480589
7.21,36,492001.795685
8.07,30,492010.531361
8.46,35,492020.163387
6.68,28,492028.216199
7.38,30,492036.585666
7.88,36,492046.174745
6.86,28,492054.203079
6.64,21,492060.05106
7.57,38,492070.584885
8.38,31,492078.899429
7.77,37,492089.669039
7.35,31,492098.913184
7.0,27,492106.325199
7.96,36,492116.224754
8.52,30,492125.05733
7.93,31,492133.617536
7.76,30,492142.383388
6.35,29,492150.444824
7.22,37,492160.850214
7.04,18,492165.968117
8.62,41,492176.897469
8.02,29,492184.952492
8.03,37,492195.463088
7.8,38,492205.983054
7.56,29,492214.196471
7.22,28,492222.397753
7.34,34,492231.475205
8.15,37,492242.08502
7.2,24,492249.215538
6.65,24,492255.32596
8.44,36,492265.440097
7.71,28,492272.809836
8.66,34,492282.834646
7.13,37,492293.093642
7.74,24,492299.885504
7.45,33,492309.020358
8.38,38,492319.701267
7.77,41,492330.707807
6.9,25,492338.242541
7.71,34,492348.6665
7.64,36,492358.31466
8.21,40,492369.97099
7.41,34,492380.339658
7.97,35,492390.081422
8.17,28,492398.598889
6.59,22,492405.289965
6.92,24,492411.932741
7.45,17,492416.701249
7.49,29,492424.768858
6.2,21,492430.90231
7.06,32,492439.839056
8.45,37,492450.368831
6.03,22,492456.165517
7.68,33,492465.204213
7.26,32,492473.773692
6.83,30,492482.743195
7.16,29,492490.917078
7.52,24,492497.05765
7.3,23,492503.890433
8.44,28,492511.625821
8.01,27,492519.040784
8.25,42,492530.524754
7.63,38,492541.159017
5.95,15,492545.245929
7.3,20,492550.830549
8.62,37,492561.170464
8.14,31,492569.423398
8.13,30,492577.897302
7.54,33,492587.644118
7.7,33,492597.021845
7.83,35,492606.711307
7.98,33,492616.354847
7.72,33,492624.866517
7.51,31,492633.714511
6.96,15,492638.034467
7.58,27,492645.76813
6.55,26,492652.792781
7.83,22,492659.077955
6.69,23,492665.514606
8.23,29,492674.11788
8.27,34,492683.202528
7.17,35,492692.594271
7.44,35,492703.02439
7.91,27,492710.587617
6.69,29,492718.931217
7.8,33,492728.06428
7.55,30,492736.033699
7.76,35,492745.806673
7.45,28,492753.32621
7.78,35,492763.094724
7.71,27,492770.659817
6.45,24,492777.532235
7.29,29,492785.591816
6.94,19,492790.734524
6.51,21,492796.798819
7.43,23,492802.811252
8.05,38,492813.899594
8.74,35,492823.234802
8.04,23,492829.770294
8.27,26,492836.765357
7.58,33,492845.847293
6.13,25,492854.02231
7.17,33,492862.986545
8.11,39,492873.814895
8.52,37,492883.952826
7.7,27,492891.222426
8.18,37,492901.536479
8.31,31,492910.792689
7.18,27,492918.212938
8.06,30,492926.857264
8.13,32,492935.21995
6.01,16,492939.805402
8.3,27,492947.294406
5.7,15,492951.566597
7.09,21,492957.644301
6.87,23,492963.866045
7.39,27,492971.371809
7.82,27,492979.184982
7.96,39,492989.376907
7.91,30,492997.848462
7.5,30,493006.446438
7.9,40,493017.086132
8.6,42,493028.56479
6.62,24,493035.332029
8.31,35,493044.818268
7.1,33,493054.234318
7.43,29,493062.618823
7.58,24,493068.940084
8.0,32,493077.868175
8.77,26,493084.794287
7.78,37,493095.329026
8.22,23,493101.560966
7.55,18,493106.712797
8.0,28,493115.180143
7.53,28,493123.211739
7.45,32,493132.406099
6.69,25,493139.343703
7.02,22,493145.594205
7.68,30,493153.951515
6.48,27,493161.428612
7.72,34,493170.650034
6.89,28,493178.317036
7.89,26,493185.470621
6.69,30,493193.500478
7.08,27,493201.085375
7.62,34,493209.904404
8.0,39,493221.236875
7.85,35,493231.178968
8.46,40,493243.139652
8.13,33,493251.839908
7.81,37,493262.312439
7.41,27,493269.450964
7.98,33,493278.616664
7.56,32,493288.057806
7.15,26,493295.016591
7.8,27,493302.759604
7.7,23,493308.828286
7.05,27,493317.687234
8.25,35,493329.561329
7.58,31,493338.947877
6.85,31,493348.754961
7.2,33,493358.596596
6.78,28,493367.175713
7.46,40,493378.817505
6.14,29,493386.617441
6.59,22,493392.716996
7.83,33,493401.216538
7.41,28,493409.122242
6.65,26,493416.526406
7.57,22,493422.493795
5.65,24,493430.063924
7.62,27,493438.997775
8.44,39,493451.808432
7.09,22,493457.425302
7.3,32,493466.765671
6.37,26,493474.131107
7.3,30,493482.061358
6.12,24,493488.724751
7.37,33,493497.943985
8.32,37,493508.35081
6.63,23,493514.437064
7.6,35,493524.478836
8.06,30,493533.267149
8.2,26,493540.598393
7.73,22,493546.44621
7.35,25,493553.205337
8.0,26,493560.807974
7.87,29,493568.450787
6.89,29,493576.635948
5.27,23,493582.981472
7.94,32,493591.475938
7.14,33,493600.676376
8.05,39,493611.401696
7.69,31,493620.126952
6.97,32,493629.238756
7.11,36,493638.72815
7.41,33,493647.950822
7.78,34,493657.515527
7.72,31,493665.818922
7.61,32,493675.20777
7.12,25,493682.02405
8.54,21,493688.395699
7.96,30,493696.547527
8.11,26,493704.226733
7.71,34,493713.80855
7.32,31,493722.745629
6.7,24,493729.498796
8.24,24,493736.207055
7.8,33,493745.109993
6.89,25,493752.354935
7.12,29,493760.699118
7.17,26,493767.576528
7.2,25,493774.46208
8.11,33,493783.598871
6.83,30,493791.925017
5.98,24,493798.543524
6.16,23,493804.877803
7.04,28,493812.816239
7.48,34,493822.292085
7.68,30,493830.937587
7.48,22,493837.040386
7.59,29,493845.631097
7.56,26,493852.775876
7.88,28,493860.466067
6.59,34,493870.388112
7.45,26,493877.869431
7.12,32,493887.247869
8.34,35,493897.496213
8.47,28,493905.171482
6.48,27,493912.839491
6.88,27,493920.002403
7.86,32,493929.138151
8.07,22,493935.572094
7.24,36,493945.664364
7.15,28,493954.073845
7.06,26,493961.168612
8.55,30,493969.800185
6.17,23,493976.082565
8.38,30,493984.807472
7.45,34,493994.27862
7.58,29,494002.420841
7.28,27,494010.539503
7.28,31,494018.905424
7.42,28,494026.768829
8.05,33,494035.775941
7.51,24,494042.886234
7.74,30,494051.066375
7.97,34,494060.050456
8.49,35,494070.056915
8.57,35,494080.398277
7.87,28,494088.330152
7.68,31,494096.927418
6.91,32,494105.726052
8.31,34,494115.231218
7.08,25,494122.832903
7.06,32,494131.248085
8.44,27,494139.172091
7.24,33,494148.156534
7.88,26,494155.469127
7.85,33,494164.449354
8.22,31,494172.469402
8.34,32,494181.113343
7.36,38,494191.931795
6.76,26,494198.760297
7.23,27,494206.26773
8.16,31,494214.821525
6.18,26,494222.507563
5.87,29,494230.402697
8.14,30,494239.458501
8.47,27,494247.327187
7.26,34,494256.351431
7.15,26,494264.0825
8.23,45,494276.486757
6.34,23,494283.087858
7.2,27,494290.272489
6.86,28,494298.114682
6.62,28,494306.244803
7.47,30,494314.271199
8.44,23,494320.559967
8.34,30,494328.592167
7.16,26,494336.168601
7.38,26,494343.117421
7.77,32,494352.21215
8.46,30,494360.832084
7.26,36,494370.49201
7.21,31,494379.628974
7.82,38,494390.076182
6.01,20,494395.436708
7.51,34,494405.120473
7.73,32,494414.019109
6.42,23,494420.017683
7.31,28,494428.038474
7.34,25,494434.619093
7.67,31,494444.013611
7.08,25,494451.064326
7.98,25,494458.371134
7.0,30,494466.417655
7.28,33,494475.890252
7.29,31,494484.772759
8.1,29,494492.552397
8.06,30,494501.098476
7.66,27,494508.57814
7.88,24,494515.640347
8.06,24,494521.888047
7.56,32,494531.065869
7.63,39,494542.222851
6.36,21,494547.99576
8.07,36,494558.075864
8.18,33,494566.946359
5.88,19,494572.892447
7.92,26,494579.680188
6.8,25,494586.923599
5.86,24,494593.635653
7.06,30,494602.26736
9.14,38,494613.335187
7.48,30,494621.698246
5.67,24,494628.415943
7.35,32,494637.422316
8.16,32,494646.511906
7.73,37,494657.201946
7.92,37,494668.087346
7.59,29,494676.028815
5.23,32,494685.633619
7.1,29,494693.533541
6.65,22,494699.654426
6.86,26,494706.618587
8.03,32,494715.764257
6.34,28,494723.883428
7.58,29,494732.385569
7.37,26,494739.99157
7.19,30,494748.205389
6.91,28,494756.12397
8.18,42,494768.176387
7.49,26,494775.809631
6.97,25,494783.216607
8.1,29,494791.249754
7.18,32,494800.717338
7.92,38,494811.78868
6.29,22,494817.925697
7.64,37,494828.571324
8.2,35,494838.058243
7.25,33,494847.607086
6.81,34,494857.107695
7.9,32,494865.953474
9.04,42,494877.407671
6.96,32,494886.807448
7.55,38,494897.586065
7.55,32,494905.917042
7.32,31,494914.96613
7.2,36,494925.662249
8.83,26,494932.901756
7.66,29,494941.197056
7.68,35,494951.046324
6.96,28,494959.365077
7.45,27,494967.250436
7.85,27,494974.748943
7.61,31,494983.513855
7.05,31,494991.995863
8.0,33,495001.372452
6.61,25,495008.780988
7.72,25,495015.497853
7.64,31,495024.199667
8.05,36,495033.615422
6.88,31,495042.140361
5.78,25,495048.945943
8.14,30,495057.653323
8.26,35,495067.130776
6.85,27,495074.61468
7.76,31,495083.524663
6.81,31,495092.821141
7.03,23,495099.32165
7.2,19,495104.519757
7.13,34,495114.149139
7.75,34,495123.697668
8.78,43,495135.983759
7.62,32,495144.5217
7.77,34,495153.892184
7.0,32,495163.152817
7.97,28,495170.442998
7.38,31,495179.330976
7.05,31,495187.875405
5.72,32,495197.132904
8.0,31,495206.028829
8.04,36,495215.637367
8.16,30,495224.494543
8.29,35,495234.456803
7.45,30,495243.102909
6.53,26,495250.609046
6.54,25,495257.03895
6.98,33,495266.615334
8.4,34,495276.215933
6.8,22,495282.06894
7.37,30,495290.897909
6.61,29,495298.513991
5.86,26,495305.814079
5.71,24,495312.166213
7.86,29,495320.503612
7.38,29,495328.409518
7.18,29,495336.803713
7.69,25,495343.739096
6.97,36,495354.125378
7.43,22,495360.611516
6.94,27,495367.881289
8.3,41,495379.186793
7.0,27,495387.096693
6.85,24,495393.61336
7.06,33,495403.014782
8.46,49,495416.764808
7.44,40,495427.855987
7.55,33,495437.258974
7.87,29,495445.624015
7.66,29,495453.601671
7.62,26,495461.200473
6.1,22,495466.984688
6.9,27,495475.017909
8.21,27,495482.66769
7.33,31,495491.128496
8.12,34,495501.076108
6.98,33,495510.167334
6.53,26,495517.415058
6.89,27,495525.212123
7.87,31,495533.876371
7.81,31,495542.489639
7.98,26,495549.564906
7.95,27,495557.390543
7.65,32,495565.806932
8.06,23,495572.705345
6.86,24,495579.377146
6.93,24,495586.593626
8.0,33,495596.412601
8.16,32,495605.129274
7.59,31,495614.008839
8.06,35,495624.04532
6.9,29,495631.966232
6.44,23,495638.09683
5.36,22,495644.405488
7.92,31,495652.809943
7.56,35,495663.736245
8.12,41,495675.243396
7.88,36,495684.793999
7.33,33,495694.124888
7.63,36,495703.935021
7.76,24,495710.802418
8.31,28,495718.563553
7.98,32,495727.515173
7.57,26,495734.541847
7.45,19,495740.175521
7.89,44,495752.447718
7.8,22,495758.572397
6.77,30,495766.599333
8.42,26,495773.610144
7.2,26,495781.081364
7.77,32,495790.043655
8.44,41,495801.455807
7.47,36,495811.751494
8.45,31,495820.189365
7.25,31,495829.306586
6.13,22,495835.178154
7.5,25,495842.727627
7.7,30,495851.330105
6.17,22,495857.006317
6.98,34,495866.71956
7.44,32,495875.27444
7.6,33,495884.194395
5.54,21,495889.975498
7.21,29,495897.968934
8.7,35,495908.211559
7.31,27,495915.534371
6.84,22,495921.824153
7.05,28,495929.281444
6.99,35,495939.686228
8.1,18,495944.291953
7.44,27,495952.255025
7.06,32,495961.060749
7.62,29,495969.465708
7.99,32,495978.564487
7.46,23,495985.047521
7.03,36,495995.665427
6.84,33,496005.031064
6.38,21,496011.139786
7.21,27,496018.694634
8.36,39,496029.84695
6.77,22,496036.826865
8.04,28,496044.64693
8.48,28,496052.519714
7.56,37,496063.007105
7.04,32,496072.339493
7.77,30,496080.862263
6.79,31,496089.192991
7.44,31,496098.073642
8.51,31,496106.541449
7.78,26,496113.694811
8.03,33,496122.969365
6.2,21,496128.761302
5.1,17,496133.502395
7.15,23,496139.949547
7.56,42,496151.801176
8.3,38,496162.796758
7.63,32,496171.303539
7.92,24,496178.267915
7.56,30,496186.585381
7.44,37,496196.982486
7.85,26,496204.38079
6.04,28,496212.134031
7.56,23,496219.109528
7.75,33,496228.016839
6.58,26,496235.651986
7.31,27,496242.828208
8.29,25,496250.001444
7.64,33,496259.777852
7.73,27,496267.366082
8.25,20,496272.963849
7.49,29,496281.454543
7.7,32,496290.495062
7.28,30,496298.62418
7.01,23,496305.380718
6.51,38,496315.378024
7.18,33,496324.739991
8.27,39,496335.301354
7.6,32,496344.375542
8.68,32,496353.319524
7.87,32,496362.409033
6.8,27,496369.786172
6.86,22,496376.303797
7.89,45,496388.854614
7.93,31,496397.715582
6.13,30,496406.719479
7.15,29,496415.29904
8.15,27,496422.127589
7.9,29,496430.306041
7.96,33,496439.300972
7.95,34,496449.094681
7.45,33,496458.54058
7.85,31,496466.768784
7.5,32,496475.949846
7.12,26,496482.956327
8.49,32,496492.251493
7.67,35,496502.181372
8.18,34,496511.40055
6.21,23,496517.865994
7.78,27,496525.045372
7.17,22,496531.207838
8.07,33,496540.864401
7.53,35,496550.495641
6.53,25,496557.540585
5.89,18,496562.615413
7.64,33,496571.714011
7.22,30,496579.604493
7.6,28,496587.712857
7.36,30,496596.0888
7.77,31,496604.590698
7.37,34,496614.352876
6.8,33,496623.214354
8.13,25,496630.249156
7.99,31,496639.518549
8.44,32,496648.353189
7.71,31,496657.256961
7.1,29,496665.128859
6.74,22,496671.555375
7.53,21,496677.402833
7.82,34,496687.364903
6.42,25,496694.669338
7.65,18,496699.970516
8.99,39,496710.484854
7.12,35,496720.255011
7.72,26,496727.867431
7.56,23,496734.122795
7.81,30,496742.51167
6.55,20,496748.178073
6.92,27,496755.750495
8.18,41,496767.146914
6.61,30,496775.271453
7.23,24,496782.13364
8.08,29,496790.203332
7.46,32,496799.208805
7.92,28,496807.442642
7.8,34,496817.688554
8.08,22,496825.40063
7.34,27,496833.530955
7.61,26,496842.544281
6.33,30,496851.591165
7.67,29,496860.704539
7.17,32,496870.812218
6.92,29,496878.876136
7.44,30,496887.189055
8.17,26,496894.361885
8.7,34,496904.690176
7.3,25,496911.235505
6.69,26,496918.34737
7.56,24,496924.81257
7.8,30,496933.478867
7.88,26,496941.080438
7.72,29,496949.332108
8.15,30,496957.979657
6.41,25,496964.672516
7.58,26,496972.117775
7.93,32,496981.164201
7.81,29,496989.688844
8.48,33,496999.727382
7.48,24,497006.026041
8.24,36,497016.708819
6.82,27,497024.050646
8.31,25,497032.788627
5.92,22,497039.399241
8.17,28,497048.706205
7.12,26,497055.417121
7.36,29,497064.216874
5.12,22,497070.37855
8.26,36,497080.697338
6.87,26,497088.870641
8.4,37,497098.453287
8.11,36,497108.349723
7.7,27,497115.949872
7.43,25,497122.478338
7.38,29,497130.703658
6.61,17,497135.337439
6.57,42,497147.180561
7.76,37,497157.918029
6.8,28,497165.178234
6.86,29,497173.720154
8.51,40,497185.40347
5.27,14,497188.888936
7.9,31,497197.485345
7.86,31,497206.316604
7.42,31,497215.449128
6.71,19,497220.570147
7.76,36,497231.117639
7.97,28,497238.890696
6.38,24,497246.04161
8.43,40,497257.566878
6.81,24,497264.125598
8.17,32,497273.099903
8.12,29,497280.882069
5.98,30,497290.103557
7.78,34,497299.957994
6.88,31,497308.761109
6.91,31,497317.683208
7.14,27,497324.678112
6.97,26,497332.677807
8.9,40,497344.347918
6.6,30,497352.047967
8.28,32,497361.322948
8.13,28,497369.587347
6.88,29,497377.668705
8.47,38,497388.433321
6.15,28,497396.085173
4.9,20,497402.041922
8.38,32,497410.71207
7.89,36,497420.696736
7.65,35,497430.679748
7.06,26,497437.787651
7.06,34,497447.459612
5.91,21,497453.486109
7.35,26,497460.477233
7.35,31,497469.533579
6.76,31,497477.943856
7.5,28,497486.167251
8.06,38,497496.944505
7.02,30,497504.768914
7.65,30,497513.540497
7.69,30,497521.650542
7.39,23,497528.158281
7.07,29,497536.098878
7.34,21,497542.211084
6.64,26,497549.460131
7.86,32,497558.820051
7.1,31,497567.412538
7.67,27,497574.76064
6.38,28,497582.649523
7.41,39,497593.812874
7.26,30,497601.822296
6.98,25,497608.84059
7.46,29,497616.425903
8.34,39,497627.794255
6.57,21,497633.926397
7.23,28,497642.009375
7.18,27,497649.690041
7.14,26,497657.086611
8.4,30,497665.446647
6.94,29,497672.988642
7.87,39,497683.704595
6.69,27,497690.795214
8.08,29,497698.783664
7.73,26,497706.615226
7.12,30,497715.238081
6.09,25,497722.298604
6.62,29,497730.506189
7.3,25,497737.885744
7.33,21,497743.689805
7.13,24,497750.348796
8.35,45,497762.957216
6.64,33,497772.166789
8.47,45,497785.140554
8.17,25,497792.217769
6.85,21,497797.670916
6.35,27,497805.323606
8.4,35,497814.839128
7.77,34,497824.385001
6.69,15,497828.469878
5.77,21,497834.548746
7.74,33,497843.360275
8.02,35,497853.578132
5.66,21,497859.105564
7.64,31,497868.127173
8.29,28,497875.830443
7.85,35,497885.627081
8.08,32,497894.885417
7.32,19,497899.796506
7.56,36,497910.221917
8.01,28,497918.081406
8.0,37,497928.475852
8.29,36,497938.698097
8.3,33,497948.317044
7.51,36,497959.077276
7.32,26,497966.292209
7.46,22,497972.347947
7.73,36,497982.554061
7.02,29,497990.70105
7.14,21,497996.533616
7.78,29,498005.020188
8.33,31,498013.216303
8.22,34,498023.146529
8.43,33,498032.437126
7.77,28,498039.879651
7.53,29,498048.450679
8.37,45,498061.197639
